,Result,Target,PR_Interval,RR_Interval,RS_Interval
18765,N,0,0.075,0.102777778,0.158333333
18766,N,0,0.080555556,0.133333333,0.344444444
18767,N,0,0.297222222,0.172222222,0.105555556
18768,N,0,0.072222222,0.1,0.161111111
18769,N,0,0.077777778,0.122222222,0.319444444
18770,N,0,0.225,0.091666667,0.375
18771,N,0,0.086111111,0.152777778,0.280555556
18772,N,0,0.091666667,0.130555556,0.227777778
18773,N,0,0.25,0.161111111,0.138888889
18774,N,0,0.091666667,0.163888889,0.294444444
18775,N,0,0.061111111,0.116666667,0.219444444
18776,N,0,0.075,0.125,0.230555556
18777,N,0,0.052777778,0.102777778,0.2
18778,N,0,0.069444444,0.15,0.377777778
18779,N,0,0.216666667,0.144444444,0.058333333
18780,N,0,0.05,0.1,0.202777778
18781,N,0,0.069444444,0.116666667,0.316666667
18782,N,0,0.063888889,0.125,0.236111111
18783,N,0,0.058333333,0.119444444,0.244444444
18784,N,0,0.083333333,0.141666667,0.352777778
18785,N,0,0.077777778,0.161111111,0.252777778
18786,N,0,0.088888889,0.183333333,0.433333333
18787,N,0,0.058333333,0.1,0.233333333
18788,N,0,0.088888889,0.152777778,0.208333333
18789,N,0,0.083333333,0.125,0.327777778
18790,N,0,0.2,0.158333333,0.136111111
18791,N,0,0.077777778,0.133333333,0.213888889
18792,N,0,0.069444444,0.111111111,0.191666667
18793,N,0,0.136111111,0.144444444,0.133333333
18794,N,0,0.241666667,0.183333333,-3370.008333
18795,N,0,0.066666667,0.086111111,0.152777778
18796,N,0,0.077777778,0.122222222,0.211111111
18797,N,0,0.083333333,0.144444444,0.308333333
18798,N,0,0.075,0.094444444,0.163888889
18799,N,0,0.075,0.102777778,0.186111111
18800,N,0,0.072222222,0.091666667,0.15
18801,N,0,0.088888889,0.138888889,0.194444444
18802,N,0,0.088888889,0.152777778,0.25
18803,N,0,0.077777778,0.122222222,0.194444444
18804,N,0,0.083333333,0.141666667,0.355555556
18805,N,0,0.083333333,0.169444444,0.25
18806,N,0,0.075,0.130555556,0.213888889
18807,N,0,0,0,3759.275
18808,N,0,0.069444444,0.122222222,0.233333333
18809,N,0,0.066666667,0.119444444,0.211111111
18810,N,0,0.063888889,0.105555556,0.294444444
18811,N,0,0.075,0.127777778,0.216666667
18812,N,0,0.080555556,0.105555556,0.205555556
18813,N,0,0.088888889,0.144444444,0.216666667
18814,N,0,0.094444444,0.155555556,0.247222222
18815,N,0,0.180555556,0.197222222,0.336111111
18816,N,0,0.086111111,0.138888889,0.211111111
18817,N,0,0.080555556,0.141666667,0.233333333
18818,N,0,0.077777778,0.136111111,0.277777778
18819,N,0,0.077777778,0.119444444,0.438888889
18820,N,0,0.044444444,0.097222222,0.341666667
18821,N,0,0.077777778,0.133333333,0.2
18822,N,0,0.083333333,0.122222222,0.216666667
18823,N,0,0.086111111,0.15,0.305555556
18824,N,0,0.080555556,0.122222222,0.319444444
18825,N,0,0.077777778,0.130555556,0.225
18826,N,0,0.075,0.122222222,0.216666667
18827,N,0,0.080555556,0.138888889,0.233333333
18828,N,0,0.075,0.116666667,0.183333333
18829,N,0,0.266666667,0.047222222,0.263888889
18830,N,0,0.077777778,0.127777778,0.222222222
18831,N,0,0.083333333,0.147222222,0.294444444
18832,N,0,0.072222222,0.119444444,0.261111111
18833,N,0,0.077777778,0.138888889,0.233333333
18834,N,0,4045.125,4045.088889,0.122222222
18835,N,0,0.083333333,0.138888889,0.269444444
18836,N,0,0.111111111,0.202777778,0.413888889
18837,N,0,0.077777778,0.122222222,0.202777778
18838,N,0,0.102777778,0.186111111,0.216666667
18839,N,0,0.1,0.161111111,0.294444444
18840,N,0,0.083333333,0.105555556,0.211111111
18841,N,0,0.077777778,0.102777778,0.166666667
18842,N,0,0.083333333,0.147222222,0.227777778
18843,N,0,0.083333333,0.133333333,0.358333333
18844,N,0,0.097222222,0.155555556,0.288888889
18845,N,0,0.272222222,0.141666667,0.061111111
18846,N,0,0.175,0.1,0.225
18847,N,0,0.075,0.113888889,0.230555556
18848,N,0,0.088888889,0.183333333,0.222222222
18849,N,0,0.166666667,0.219444444,0.244444444
18850,N,0,0,0,3180.316667
18851,N,0,0.063888889,0.113888889,0.275
18852,N,0,0.072222222,0.108333333,0.252777778
18853,N,0,0.077777778,0.122222222,0.194444444
18854,N,0,0.286111111,0.166666667,0.358333333
18855,N,0,0.113888889,0.161111111,0.211111111
18856,N,0,0.180555556,0.252777778,0.430555556
18857,N,0,0.086111111,0.111111111,0.197222222
18858,N,0,0.069444444,0.119444444,0.194444444
18859,N,0,0.077777778,0.136111111,0.241666667
18860,N,0,0.061111111,0.116666667,0.25
18861,N,0,0.066666667,0.119444444,0.188888889
18862,N,0,0.077777778,0.133333333,0.261111111
18863,N,0,0.086111111,0.147222222,0.266666667
18864,N,0,0.055555556,0.108333333,0.191666667
18865,N,0,0.069444444,0.088888889,0.155555556
18866,N,0,0.097222222,0.141666667,0.361111111
18867,N,0,0.080555556,0.161111111,0.216666667
18868,N,0,0.088888889,0.152777778,0.255555556
18869,N,0,0.063888889,0.138888889,0.305555556
18870,N,0,0.091666667,0.138888889,0.227777778
18871,N,0,0.083333333,0.144444444,0.247222222
18872,N,0,0.075,0.125,0.227777778
18873,N,0,0.094444444,0.175,0.211111111
18874,N,0,0.075,0.127777778,0.241666667
18875,N,0,0,0,4782.891667
18876,N,0,0.077777778,0.122222222,0.216666667
18877,N,0,0.083333333,0.094444444,0.155555556
18878,N,0,0.208333333,0.105555556,0.361111111
18879,N,0,0.091666667,0.147222222,0.258333333
18880,N,0,0.202777778,0.122222222,0.155555556
18881,N,0,0.05,0.113888889,0.236111111
18882,N,0,0.072222222,0.127777778,0.219444444
18883,N,0,0.094444444,0.161111111,0.308333333
18884,N,0,0,0,3857.533333
18885,N,0,0.091666667,0.147222222,0.272222222
18886,N,0,0.086111111,0.138888889,0.238888889
18887,N,0,0.144444444,0.102777778,0.177777778
18888,N,0,0.211111111,0.136111111,-3793.605556
18889,N,0,0.066666667,0.119444444,0.222222222
18890,N,0,0,0,4073.761111
18891,N,0,0.266666667,0.175,0.341666667
18892,N,0,0.097222222,0.169444444,0.397222222
18893,N,0,0.097222222,0.163888889,0.197222222
18894,N,0,0.061111111,0.102777778,0.308333333
18895,N,0,0.072222222,0.122222222,0.205555556
18896,N,0,0.091666667,0.130555556,0.319444444
18897,N,0,0.061111111,0.119444444,0.230555556
18898,N,0,0.147222222,0.138888889,0.186111111
18899,N,0,0.166666667,0.127777778,0.122222222
18900,N,0,0.083333333,0.127777778,0.341666667
18901,N,0,0.083333333,0.136111111,0.208333333
18902,N,0,0.080555556,0.141666667,0.244444444
18903,N,0,0.075,0.125,0.216666667
18904,N,0,0.091666667,0.155555556,0.283333333
18905,N,0,0.094444444,0.141666667,0.358333333
18906,N,0,0.083333333,0.144444444,0.233333333
18907,N,0,0.069444444,0.119444444,0.238888889
18908,N,0,0.091666667,0.155555556,0.202777778
18909,N,0,0.091666667,0.133333333,0.327777778
18910,N,0,0.061111111,0.119444444,0.238888889
18911,N,0,0.077777778,0.102777778,0.158333333
18912,N,0,0.094444444,0.116666667,0.180555556
18913,N,0,0.086111111,0.15,0.247222222
18914,N,0,0.088888889,0.133333333,0.177777778
18915,N,0,0.158333333,0.122222222,0.122222222
18916,N,0,0.088888889,0.15,0.247222222
18917,N,0,0.111111111,0.177777778,0.283333333
18918,N,0,0.191666667,0.069444444,0.247222222
18919,N,0,0.086111111,0.125,0.230555556
18920,N,0,0.083333333,0.125,0.352777778
18921,N,0,0.066666667,0.122222222,0.216666667
18922,N,0,0.075,0.130555556,0.202777778
18923,N,0,0.075,0.127777778,0.202777778
18924,N,0,0.241666667,0.147222222,0.219444444
18925,N,0,0.077777778,0.141666667,0.244444444
18926,N,0,0.080555556,0.108333333,0.183333333
18927,N,0,0.069444444,0.122222222,0.213888889
18928,N,0,0.072222222,0.163888889,0.255555556
18929,N,0,0.083333333,0.125,0.188888889
18930,N,0,0.097222222,0.158333333,0.269444444
18931,N,0,0.255555556,0.163888889,0.208333333
18932,N,0,0.222222222,0.138888889,0.227777778
18933,N,0,0.083333333,0.144444444,0.238888889
18934,N,0,0.222222222,0.175,0.177777778
18935,N,0,0.091666667,0.158333333,0.255555556
18936,N,0,0.097222222,0.163888889,0.233333333
18937,N,0,0.347222222,0.177777778,0.280555556
18938,N,0,0.066666667,0.136111111,0.258333333
18939,N,0,0.083333333,0.172222222,0.219444444
18940,N,0,0.05,0.094444444,0.202777778
18941,N,0,0,0,4611.572222
18942,N,0,0.047222222,0.116666667,0.3
18943,N,0,0.233333333,0.172222222,0.052777778
18944,N,0,0.075,0.127777778,0.25
18945,N,0,0.083333333,0.169444444,0.252777778
18946,N,0,0.072222222,0.127777778,0.219444444
18947,N,0,0.061111111,0.127777778,0.238888889
18948,N,0,0.088888889,0.133333333,0.347222222
18949,N,0,0.283333333,0.172222222,0.169444444
18950,N,0,0.088888889,0.15,0.25
18951,N,0,0.091666667,0.155555556,0.25
18952,N,0,0.088888889,0.15,0.294444444
18953,N,0,0.069444444,0.086111111,0.152777778
18954,N,0,0.097222222,0.169444444,0.397222222
18955,N,0,0.088888889,0.152777778,0.25
18956,N,0,0.080555556,0.111111111,0.233333333
18957,N,0,0.083333333,0.105555556,0.236111111
18958,N,0,0.166666667,0.116666667,0.208333333
18959,N,0,0.080555556,0.141666667,0.233333333
18960,N,0,0.075,0.136111111,0.230555556
18961,N,0,0.261111111,0.158333333,0.155555556
18962,N,0,0.075,0.152777778,0.266666667
18963,N,0,0.075,0.119444444,0.205555556
18964,N,0,0.086111111,0.158333333,0.211111111
18965,N,0,0.136111111,0.111111111,0.183333333
18966,N,0,0.041666667,0.075,0.261111111
18967,N,0,0.094444444,0.163888889,0.277777778
18968,N,0,0.088888889,0.147222222,0.241666667
18969,N,0,0.230555556,0.169444444,-4581.716667
18970,N,0,0.086111111,0.144444444,0.261111111
18971,N,0,0.066666667,0.119444444,0.219444444
18972,N,0,0.094444444,0.141666667,0.202777778
18973,N,0,0.052777778,0.105555556,0.236111111
18974,N,0,0.097222222,0.177777778,0.408333333
18975,N,0,0.083333333,0.133333333,0.247222222
18976,N,0,0.088888889,0.169444444,0.280555556
18977,N,0,0.163888889,0.122222222,0.261111111
18978,N,0,0.091666667,0.158333333,0.286111111
18979,N,0,0.097222222,0.177777778,0.408333333
18980,N,0,0.102777778,0.183333333,0.252777778
18981,N,0,0.058333333,0.116666667,0.2
18982,N,0,0.091666667,0.163888889,0.211111111
18983,N,0,0.072222222,0.127777778,0.216666667
18984,N,0,0.072222222,0.122222222,0.216666667
18985,N,0,0.080555556,0.158333333,0.213888889
18986,N,0,0.058333333,0.113888889,0.238888889
18987,N,0,0.080555556,0.141666667,0.2
18988,N,0,0.155555556,0.102777778,0.244444444
18989,N,0,0.075,0.127777778,0.2
18990,N,0,0.272222222,0.158333333,0.166666667
18991,N,0,0.052777778,0.1,0.2
18992,N,0,0.230555556,0.152777778,0.138888889
18993,N,0,0.027777778,0.038888889,0.169444444
18994,N,0,0,0,3638.769444
18995,N,0,0.186111111,0.225,0.211111111
18996,N,0,0.052777778,0.1,0.197222222
18997,N,0,0.219444444,0.144444444,0.155555556
18998,N,0,0.061111111,0.122222222,0.225
18999,N,0,0.083333333,0.147222222,0.244444444
19000,N,0,0.086111111,0.116666667,0.197222222
19001,N,0,0,0,4279.997222
19002,N,0,0.077777778,0.155555556,0.247222222
19003,N,0,0.102777778,0.152777778,0.369444444
19004,N,0,0.122222222,0.161111111,0.222222222
19005,N,0,0.072222222,0.105555556,0.266666667
19006,N,0,0.230555556,0.127777778,0.227777778
19007,N,0,0.088888889,0.163888889,0.333333333
19008,N,0,0.094444444,0.161111111,0.247222222
19009,N,0,0.061111111,0.113888889,0.216666667
19010,N,0,0.097222222,0.161111111,0.258333333
19011,N,0,0.130555556,0.161111111,0.288888889
19012,N,0,0.072222222,0.127777778,0.222222222
19013,N,0,0.075,0.175,0.358333333
19014,N,0,0.1,0.138888889,0.208333333
19015,N,0,0.119444444,0.191666667,0.325
19016,N,0,0.080555556,0.136111111,0.191666667
19017,N,0,0.05,0.086111111,0.194444444
19018,N,0,0.052777778,0.105555556,0.2
19019,N,0,0.141666667,0.091666667,0.130555556
19020,N,0,0.088888889,0.133333333,0.213888889
19021,N,0,0.080555556,0.127777778,0.211111111
19022,N,0,0.066666667,0.138888889,0.222222222
19023,N,0,0.102777778,0.169444444,0.230555556
19024,N,0,0.055555556,0.127777778,0.236111111
19025,N,0,0.091666667,0.163888889,0.208333333
19026,N,0,0.091666667,0.133333333,0.177777778
19027,N,0,0.105555556,0.152777778,0.341666667
19028,N,0,0.083333333,0.127777778,0.188888889
19029,N,0,0.058333333,0.088888889,0.194444444
19030,N,0,0.069444444,0.127777778,0.330555556
19031,N,0,0.058333333,0.094444444,0.305555556
19032,N,0,0.086111111,0.172222222,0.286111111
19033,N,0,0.072222222,0.163888889,0.294444444
19034,N,0,0.069444444,0.147222222,0.25
19035,N,0,0.083333333,0.127777778,0.197222222
19036,N,0,0.083333333,0.15,0.194444444
19037,N,0,0.088888889,0.141666667,0.336111111
19038,N,0,0.086111111,0.136111111,0.319444444
19039,N,0,0.080555556,0.125,0.330555556
19040,N,0,0.255555556,0.169444444,0.075
19041,N,0,0.066666667,0.125,0.213888889
19042,N,0,0.097222222,0.136111111,0.208333333
19043,N,0,0.088888889,0.133333333,0.327777778
19044,N,0,0.052777778,0.102777778,0.230555556
19045,N,0,0.1,0.169444444,0.327777778
19046,N,0,0.133333333,0.177777778,0.2
19047,N,0,0.077777778,0.119444444,0.202777778
19048,N,0,0.125,0.063888889,0.172222222
19049,N,0,0.072222222,0.158333333,0.230555556
19050,N,0,0.069444444,0.105555556,0.169444444
19051,N,0,0.1,0.186111111,0.405555556
19052,N,0,0.083333333,0.147222222,0.236111111
19053,N,0,0.086111111,0.133333333,0.336111111
19054,N,0,0.136111111,0.186111111,0.383333333
19055,N,0,0.238888889,0.141666667,0.211111111
19056,N,0,0.186111111,0.15,0.1
19057,j,1,4420.652778,4420.461111,-4420.652778
19058,N,0,0.155555556,0.188888889,0.230555556
19059,N,0,0.102777778,0.180555556,0.230555556
19060,N,0,0.105555556,0.163888889,0.308333333
19061,N,0,0.077777778,0.127777778,0.208333333
19062,N,0,0.061111111,0.111111111,0.197222222
19063,N,0,0.069444444,0.133333333,0.230555556
19064,N,0,0.147222222,0.127777778,0.144444444
19065,N,0,0.083333333,0.130555556,0.347222222
19066,N,0,0.075,0.138888889,0.213888889
19067,N,0,0.094444444,0.15,0.261111111
19068,N,0,0.061111111,0.111111111,0.216666667
19069,N,0,0.213888889,0.136111111,-3163.925
19070,N,0,0.080555556,0.144444444,0.369444444
19071,N,0,0.083333333,0.161111111,0.258333333
19072,N,0,0.075,0.125,0.241666667
19073,N,0,0.058333333,0.116666667,0.225
19074,N,0,0.091666667,0.183333333,0.258333333
19075,N,0,0.075,0.113888889,0.219444444
19076,N,0,0.091666667,0.172222222,0.216666667
19077,N,0,0.086111111,0.141666667,0.255555556
19078,N,0,0.108333333,0.091666667,0.172222222
19079,N,0,0.075,0.130555556,0.244444444
19080,N,0,0.072222222,0.116666667,0.208333333
19081,N,0,0.077777778,0.119444444,0.361111111
19082,N,0,0.069444444,0.127777778,0.2
19083,N,0,0.161111111,0.094444444,0.183333333
19084,N,0,0.125,0.1,0.205555556
19085,N,0,0.088888889,0.191666667,0.436111111
19086,N,0,0.105555556,0.169444444,0.3
19087,N,0,0.080555556,0.130555556,0.219444444
19088,N,0,0.083333333,0.141666667,0.197222222
19089,N,0,0.247222222,0.155555556,0.155555556
19090,N,0,0.102777778,0.136111111,0.213888889
19091,N,0,0.163888889,0.127777778,0.094444444
19092,N,0,0.205555556,0.116666667,0.255555556
19093,N,0,0.091666667,0.158333333,0.286111111
19094,N,0,0.077777778,0.130555556,0.213888889
19095,N,0,0.075,0.105555556,0.166666667
19096,N,0,0.047222222,0.102777778,0.247222222
19097,N,0,0.313888889,0.111111111,0.147222222
19098,N,0,0.075,0.127777778,0.213888889
19099,N,0,0.075,0.130555556,0.263888889
19100,N,0,0.091666667,0.152777778,0.241666667
19101,N,0,0.097222222,0.133333333,0.258333333
19102,N,0,0.088888889,0.141666667,0.2
19103,N,0,0.147222222,0.169444444,0.216666667
19104,N,0,0.086111111,0.097222222,0.202777778
19105,N,0,0.080555556,0.175,0.433333333
19106,N,0,0.136111111,0.108333333,0.138888889
19107,N,0,0.083333333,0.133333333,0.261111111
19108,N,0,0.088888889,0.152777778,0.291666667
19109,N,0,0.080555556,0.105555556,0.158333333
19110,N,0,0.077777778,0.141666667,0.202777778
19111,N,0,0.080555556,0.133333333,0.25
19112,N,0,0.063888889,0.122222222,0.222222222
19113,N,0,0.075,0.130555556,0.205555556
19114,N,0,0.075,0.094444444,0.152777778
19115,N,0,0.091666667,0.147222222,0.263888889
19116,N,0,0.155555556,0.122222222,0.136111111
19117,N,0,0.086111111,0.130555556,0.336111111
19118,N,0,0.086111111,0.147222222,0.238888889
19119,N,0,0.077777778,0.127777778,0.194444444
19120,N,0,0.188888889,0.125,0.25
19121,N,0,0.086111111,0.15,0.230555556
19122,N,0,0.083333333,0.127777778,0.330555556
19123,N,0,0.086111111,0.177777778,0.263888889
19124,N,0,0.069444444,0.127777778,0.227777778
19125,N,0,0.066666667,0.125,0.211111111
19126,N,0,0.083333333,0.141666667,0.255555556
19127,N,0,0.088888889,0.152777778,0.205555556
19128,N,0,0.102777778,0.180555556,0.252777778
19129,N,0,0.205555556,0.230555556,0.225
19130,N,0,0.105555556,0.119444444,0.180555556
19131,N,0,0.077777778,0.116666667,0.191666667
19132,N,0,0.072222222,0.133333333,0.377777778
19133,N,0,0.230555556,0.138888889,0.147222222
19134,N,0,0.061111111,0.116666667,0.211111111
19135,N,0,0.188888889,0.147222222,0.127777778
19136,N,0,0.080555556,0.138888889,0.255555556
19137,N,0,0.213888889,0.144444444,-3585.422222
19138,N,0,0.083333333,0.130555556,0.341666667
19139,N,0,0.083333333,0.141666667,0.222222222
19140,N,0,0.083333333,0.144444444,0.230555556
19141,N,0,0.077777778,0.102777778,0.216666667
19142,N,0,0.077777778,0.133333333,0.216666667
19143,N,0,0,0,3882.938889
19144,N,0,0.069444444,0.127777778,0.233333333
19145,N,0,0.080555556,0.133333333,0.241666667
19146,N,0,0.225,0.144444444,0.047222222
19147,N,0,0.075,0.108333333,0.202777778
19148,N,0,0.075,0.127777778,0.25
19149,N,0,0.102777778,0.158333333,0.241666667
19150,N,0,0.088888889,0.152777778,0.247222222
19151,N,0,0.077777778,0.136111111,0.225
19152,N,0,0.055555556,0.111111111,0.225
19153,N,0,0.075,0.125,0.233333333
19154,N,0,0.088888889,0.125,0.211111111
19155,N,0,0.091666667,0.122222222,0.2
19156,N,0,0.086111111,0.133333333,0.433333333
19157,N,0,0.063888889,0.088888889,0.158333333
19158,N,0,0.111111111,0.125,0.330555556
19159,N,0,0.080555556,0.138888889,0.272222222
19160,N,0,0.088888889,0.130555556,0.216666667
19161,N,0,0.069444444,0.125,0.216666667
19162,N,0,0.1,0.186111111,0.272222222
19163,N,0,0.052777778,0.102777778,0.230555556
19164,N,0,0.069444444,0.116666667,0.230555556
19165,N,0,0.091666667,0.152777778,0.283333333
19166,N,0,0.086111111,0.130555556,0.330555556
19167,N,0,0.080555556,0.130555556,0.202777778
19168,N,0,0.077777778,0.122222222,0.188888889
19169,N,0,0.086111111,0.141666667,0.191666667
19170,N,0,0.080555556,0.125,0.294444444
19171,N,0,0.213888889,0.161111111,0.158333333
19172,N,0,0.069444444,0.130555556,0.227777778
19173,N,0,0.247222222,0.15,0.155555556
19174,N,0,0.088888889,0.183333333,0.413888889
19175,N,0,0.086111111,0.127777778,0.216666667
19176,N,0,0.294444444,0.197222222,0.127777778
19177,N,0,0.072222222,0.138888889,0.227777778
19178,N,0,0.080555556,0.141666667,0.194444444
19179,N,0,0.075,0.130555556,0.238888889
19180,N,0,0.052777778,0.111111111,0.222222222
19181,N,0,0.088888889,0.147222222,0.191666667
19182,N,0,0.083333333,0.15,0.2
19183,N,0,0.083333333,0.15,0.3
19184,N,0,0.075,0.133333333,0.208333333
19185,N,0,0.077777778,0.138888889,0.216666667
19186,N,0,0.091666667,0.155555556,0.275
19187,N,0,0.083333333,0.138888889,0.272222222
19188,N,0,0.069444444,0.094444444,0.158333333
19189,N,0,0.088888889,0.155555556,0.3
19190,N,0,0.075,0.125,0.244444444
19191,N,0,0.069444444,0.130555556,0.225
19192,N,0,0.094444444,0.158333333,0.255555556
19193,N,0,0.213888889,0.138888889,-4132.655556
19194,N,0,0.097222222,0.15,0.397222222
19195,N,0,0.072222222,0.113888889,0.211111111
19196,N,0,0.077777778,0.127777778,0.258333333
19197,N,0,0.083333333,0.127777778,0.2
19198,N,0,0.077777778,0.130555556,0.202777778
19199,N,0,0.222222222,0.172222222,0.138888889
19200,N,0,0.2,0.133333333,0.119444444
19201,N,0,0.077777778,0.127777778,0.230555556
19202,N,0,0,0,4384.955556
19203,N,0,0.086111111,0.125,0.219444444
19204,N,0,0.077777778,0.122222222,0.336111111
19205,N,0,0.052777778,0.105555556,0.238888889
19206,N,0,0.091666667,0.138888889,0.205555556
19207,N,0,0.075,0.097222222,0.158333333
19208,N,0,0.258333333,0.172222222,0.175
19209,N,0,0,0,4369.505556
19210,N,0,0.080555556,0.138888889,0.191666667
19211,N,0,0.102777778,0.15,0.380555556
19212,N,0,0.091666667,0.130555556,0.322222222
19213,N,0,0.066666667,0.122222222,0.194444444
19214,N,0,0.091666667,0.141666667,0.355555556
19215,N,0,0.088888889,0.130555556,0.325
19216,N,0,0.088888889,0.152777778,0.258333333
19217,N,0,0.080555556,0.130555556,0.213888889
19218,N,0,0.088888889,0.172222222,0.241666667
19219,N,0,0.088888889,0.15,0.238888889
19220,N,0,0.086111111,0.147222222,0.252777778
19221,N,0,0.069444444,0.125,0.219444444
19222,N,0,0.097222222,0.141666667,0.211111111
19223,N,0,0.077777778,0.138888889,0.211111111
19224,N,0,0.161111111,0.113888889,0.269444444
19225,N,0,0.075,0.119444444,0.213888889
19226,N,0,0.088888889,0.147222222,0.288888889
19227,N,0,0,0,4395.672222
19228,N,0,0.077777778,0.133333333,0.225
19229,N,0,0.188888889,0.15,0.133333333
19230,N,0,0.086111111,0.130555556,0.372222222
19231,N,0,0.097222222,0.147222222,0.366666667
19232,N,0,0.066666667,0.080555556,0.211111111
19233,N,0,0.255555556,0.141666667,0.058333333
19234,N,0,0.091666667,0.141666667,0.325
19235,N,0,0.080555556,0.127777778,0.183333333
19236,N,0,0.072222222,0.122222222,0.216666667
19237,N,0,0.091666667,0.15,0.186111111
19238,N,0,0.066666667,0.108333333,0.225
19239,N,0,0.077777778,0.163888889,0.261111111
19240,N,0,0,0,4727.933333
19241,N,0,0.072222222,0.141666667,0.247222222
19242,N,0,0.091666667,0.152777778,0.202777778
19243,N,0,0.247222222,0.144444444,0.377777778
19244,N,0,0.080555556,0.133333333,0.272222222
19245,N,0,0.075,0.091666667,0.158333333
19246,N,0,0.069444444,0.127777778,0.219444444
19247,N,0,0.05,0.116666667,0.230555556
19248,N,0,0.077777778,0.122222222,0.2
19249,N,0,0.236111111,0.147222222,0.497222222
19250,N,0,0.086111111,0.15,0.263888889
19251,N,0,0.194444444,0.155555556,0.127777778
19252,N,0,0.075,0.130555556,0.219444444
19253,N,0,0,0,4224.463889
19254,N,0,0.072222222,0.102777778,0.2
19255,N,0,0.069444444,0.127777778,0.197222222
19256,N,0,0.083333333,0.147222222,0.208333333
19257,N,0,0.141666667,0.105555556,0.097222222
19258,N,0,0.066666667,0.1,0.238888889
19259,N,0,0.080555556,0.125,0.208333333
19260,N,0,0.055555556,0.108333333,0.230555556
19261,N,0,0.094444444,0.144444444,0.369444444
19262,N,0,0.072222222,0.15,0.241666667
19263,N,0,0.072222222,0.091666667,0.15
19264,N,0,0.197222222,0.086111111,0.183333333
19265,N,0,0.075,0.133333333,0.275
19266,N,0,0.216666667,0.138888889,0.047222222
19267,N,0,0.116666667,0.161111111,0.208333333
19268,N,0,0.1,0.169444444,0.202777778
19269,N,0,0.091666667,0.15,0.244444444
19270,N,0,0,0,4535.127778
19271,N,0,0.083333333,0.138888889,0.25
19272,N,0,0.077777778,0.138888889,0.244444444
19273,N,0,0.202777778,0.155555556,0.25
19274,N,0,0.147222222,0.227777778,0.230555556
19275,N,0,0.091666667,0.122222222,0.230555556
19276,N,0,0.177777778,0.238888889,0.427777778
19277,N,0,0.077777778,0.130555556,0.205555556
19278,N,0,0.275,0.094444444,0.086111111
19279,N,0,0.236111111,0.136111111,0.052777778
19280,N,0,0.105555556,0.175,0.202777778
19281,N,0,0.072222222,0.119444444,0.258333333
19282,N,0,0.080555556,0.127777778,0.197222222
19283,N,0,0.133333333,0.113888889,0.152777778
19284,N,0,0.097222222,0.138888889,0.188888889
19285,N,0,0,0,3489.530556
19286,N,0,0.119444444,0.147222222,0.236111111
19287,N,0,0.072222222,0.119444444,0.211111111
19288,N,0,0.244444444,0.166666667,-3258.297222
19289,N,0,0.091666667,0.158333333,0.238888889
19290,J,1,0.097222222,0.155555556,0.361111111
19291,N,0,0.072222222,0.116666667,0.219444444
19292,N,0,0.138888889,0.102777778,0.138888889
19293,N,0,0.083333333,0.147222222,0.252777778
19294,N,0,0.080555556,0.141666667,0.230555556
19295,N,0,0.091666667,0.138888889,0.225
19296,N,0,0.075,0.166666667,0.269444444
19297,N,0,0.083333333,0.15,0.375
19298,N,0,0.080555556,0.163888889,0.263888889
19299,N,0,0.080555556,0.152777778,0.213888889
19300,N,0,0.080555556,0.125,0.2
19301,N,0,0.083333333,0.147222222,0.375
19302,N,0,0,0,3300.352778
19303,N,0,0.075,0.130555556,0.205555556
19304,N,0,0.058333333,0.116666667,0.216666667
19305,N,0,0.080555556,0.144444444,0.225
19306,N,0,0.052777778,0.077777778,0.222222222
19307,N,0,0.077777778,0.136111111,0.216666667
19308,N,0,0.063888889,0.077777778,0.15
19309,N,0,0.072222222,0.102777778,0.211111111
19310,N,0,0.230555556,0.158333333,0.155555556
19311,N,0,0.097222222,0.163888889,0.277777778
19312,N,0,0.161111111,0.116666667,0.119444444
19313,N,0,0.088888889,0.144444444,0.238888889
19314,N,0,0.072222222,0.119444444,0.222222222
19315,N,0,0.075,0.094444444,0.163888889
19316,N,0,0.086111111,0.127777778,0.347222222
19317,N,0,0.1,0.166666667,0.255555556
19318,N,0,0.080555556,0.130555556,0.25
19319,N,0,0.055555556,0.102777778,0.194444444
19320,N,0,0,0,4746.627778
19321,N,0,0.225,0.133333333,-3106.597222
19322,N,0,0.086111111,0.166666667,0.258333333
19323,N,0,0.086111111,0.127777778,0.327777778
19324,N,0,0.075,0.122222222,0.186111111
19325,N,0,0.080555556,0.136111111,0.219444444
19326,N,0,0.075,0.127777778,0.236111111
19327,N,0,0.075,0.116666667,0.208333333
19328,N,0,0.075,0.144444444,0.236111111
19329,N,0,0.080555556,0.122222222,0.352777778
19330,N,0,0.075,0.108333333,0.169444444
19331,N,0,0.097222222,0.152777778,0.252777778
19332,N,0,0.075,0.102777778,0.158333333
19333,N,0,0.088888889,0.147222222,0.394444444
19334,N,0,0.227777778,0.161111111,-3145.827778
19335,N,0,0,0,3780.216667
19336,N,0,0.255555556,0.147222222,-4856.694444
19337,N,0,0.080555556,0.111111111,0.238888889
19338,N,0,0.069444444,0.125,0.216666667
19339,N,0,0.083333333,0.144444444,0.230555556
19340,N,0,0.080555556,0.133333333,0.247222222
19341,N,0,0.088888889,0.152777778,0.25
19342,N,0,0.077777778,0.141666667,0.211111111
19343,N,0,0.080555556,0.133333333,0.219444444
19344,N,0,0.069444444,0.116666667,0.2
