,Time,Sample#,Result
1070,14:02.333,303240,N
1071,14:03.064,303503,N
1072,14:03.814,303773,N
1073,14:04.625,304065,N
1074,14:05.447,304361,N
1075,14:06.219,304639,N
1076,14:07.008,304923,N
1077,14:07.808,305211,N
1078,14:08.603,305497,N
1079,14:09.192,305709,A
1080,14:10.097,306035,N
1081,14:10.936,306337,N
1082,14:11.781,306641,N
1083,14:12.619,306943,N
1084,14:13.428,307234,N
1085,14:14.206,307514,N
1086,14:14.847,307745,A
1087,14:15.728,308062,N
1088,14:16.525,308349,N
1089,14:17.292,308625,N
1090,14:18.089,308912,N
1091,14:18.933,309216,N
1092,14:19.764,309515,N
1093,14:20.500,309780,N
1094,14:21.256,310052,N
1095,14:22.033,310332,N
1096,14:22.850,310626,N
1097,14:23.650,310914,N
1098,14:24.442,311199,N
1099,14:25.244,311488,N
1100,14:26.064,311783,N
1101,14:26.839,312062,N
1102,14:27.575,312327,N
1103,14:28.347,312605,N
1104,14:28.958,312825,A
1105,14:29.981,313193,N
1106,14:30.856,313508,N
1107,14:31.689,313808,N
1108,14:32.472,314090,N
1109,14:33.258,314373,N
1110,14:34.067,314664,N
1111,14:34.867,314952,N
1112,14:35.681,315245,N
1113,14:36.503,315541,N
1114,14:37.342,315843,N
1115,14:38.156,316136,N
1116,14:38.931,316415,N
1117,14:39.703,316693,N
1118,14:40.500,316980,N
1119,14:41.294,317266,N
1120,14:42.111,317560,N
1121,14:42.736,317785,A
1122,14:43.736,318145,N
1123,14:44.550,318438,N
1124,14:45.358,318729,N
1125,14:46.142,319011,N
1126,14:46.731,319223,A
1127,14:47.739,319586,N
1128,14:48.622,319904,N
1129,14:49.458,320205,N
1130,14:50.258,320493,N
1131,14:51.072,320786,N
1132,14:51.867,321072,N
1133,14:52.697,321371,N
1134,14:53.508,321663,N
1135,14:54.356,321968,N
1136,14:55.208,322275,N
1137,14:56.036,322573,N
1138,14:56.822,322856,N
1139,14:57.606,323138,N
1140,14:58.403,323425,N
1141,14:59.250,323730,N
1142,15:00.122,324044,N
1143,15:00.944,324340,N
1144,15:01.781,324641,N
1145,15:02.581,324929,N
1146,15:03.375,325215,N
1147,15:04.153,325495,N
1148,15:04.950,325782,N
1149,15:05.800,326088,N
1150,15:06.653,326395,N
1151,15:07.494,326698,N
1152,15:08.294,326986,N
1153,15:09.100,327276,N
1154,15:09.906,327566,N
1155,15:10.717,327858,N
1156,15:11.525,328149,N
1157,15:12.367,328452,N
1158,15:13.203,328753,N
1159,15:14.044,329056,N
1160,15:14.831,329339,N
1161,15:15.608,329619,N
1162,15:16.422,329912,N
1163,15:17.267,330216,N
1164,15:18.122,330524,N
1165,15:18.942,330819,N
1166,15:19.789,331124,N
1167,15:20.586,331411,N
1168,15:21.400,331704,N
1169,15:22.192,331989,N
1170,15:22.997,332279,N
1171,15:23.856,332588,N
1172,15:24.714,332897,N
1173,15:25.553,333199,N
1174,15:26.331,333479,N
1175,15:27.133,333768,N
1176,15:27.933,334056,N
1177,15:28.744,334348,N
1178,15:29.564,334643,N
1179,15:30.397,334943,N
1180,15:31.244,335248,N
1181,15:32.064,335543,N
1182,15:32.842,335823,N
1183,15:33.611,336100,N
1184,15:34.403,336385,N
1185,15:35.219,336679,N
1186,15:36.053,336979,N
1187,15:36.892,337281,N
1188,15:37.697,337571,N
1189,15:38.506,337862,N
1190,15:39.292,338145,N
1191,15:40.089,338432,N
1192,15:40.889,338720,N
1193,15:41.736,339025,N
1194,15:42.575,339327,N
1195,15:43.428,339634,N
1196,15:44.239,339926,N
1197,15:45.014,340205,N
1198,15:45.811,340492,N
1199,15:46.611,340780,N
1200,15:47.431,341075,N
1201,15:48.275,341379,N
1202,15:49.122,341684,N
1203,15:49.928,341974,N
1204,15:50.739,342266,N
1205,15:51.519,342547,N
1206,15:52.283,342822,N
1207,15:53.097,343115,N
1208,15:53.914,343409,N
1209,15:54.736,343705,N
1210,15:55.542,343995,N
1211,15:56.331,344279,N
1212,15:57.100,344556,N
1213,15:57.897,344843,N
1214,15:58.692,345129,N
1215,15:59.486,345415,N
1216,16:00.339,345722,N
1217,16:01.158,346017,N
1218,16:01.967,346308,N
1219,16:02.767,346596,N
1220,16:03.344,346804,A
1221,16:04.297,347147,N
1222,16:05.150,347454,N
1223,16:05.997,347759,N
1224,16:06.842,348063,N
1225,16:07.686,348367,N
1226,16:08.494,348658,N
1227,16:09.261,348934,N
1228,16:10.058,349221,N
1229,16:10.839,349502,N
1230,16:11.678,349804,N
1231,16:12.533,350112,N
1232,16:13.361,350410,N
1233,16:14.144,350692,N
1234,16:14.944,350980,N
1235,16:15.736,351265,N
1236,16:16.336,351481,A
1237,16:17.281,351821,N
1238,16:18.097,352115,N
1239,16:18.933,352416,N
1240,16:19.753,352711,N
1241,16:20.517,352986,N
1242,16:21.269,353257,N
1243,16:22.075,353547,N
1244,16:22.867,353832,N
1245,16:23.689,354128,N
1246,16:24.517,354426,N
1247,16:25.325,354717,N
1248,16:26.153,355015,N
1249,16:26.950,355302,N
1250,16:27.719,355579,N
1251,16:28.494,355858,N
1252,16:29.347,356165,N
1253,16:30.175,356463,N
1254,16:30.994,356758,N
1255,16:31.792,357045,N
1256,16:32.575,357327,N
1257,16:33.361,357610,N
1258,16:34.167,357900,N
1259,16:34.961,358186,N
1260,16:35.783,358482,N
1261,16:36.633,358788,N
1262,16:37.461,359086,N
1263,16:38.236,359365,N
1264,16:38.983,359634,N
1265,16:39.731,359903,N
1266,16:40.506,360182,N
1267,16:41.308,360471,N
1268,16:42.119,360763,N
1269,16:42.919,361051,N
1270,16:43.731,361343,N
1271,16:44.514,361625,N
1272,16:45.261,361894,N
1273,16:46.006,362162,N
1274,16:46.808,362451,N
1275,16:47.589,362732,N
1276,16:48.406,363026,N
1277,16:49.217,363318,N
1278,16:50.017,363606,N
1279,16:50.772,363878,N
1280,16:51.550,364158,N
1281,16:52.350,364446,N
1282,16:53.139,364730,N
1283,16:53.950,365022,N
1284,16:54.806,365330,N
1285,16:55.667,365640,N
1286,16:56.428,365914,N
1287,16:57.197,366191,N
1288,16:58.006,366482,N
1289,16:58.828,366778,N
1290,16:59.619,367063,N
1291,17:00.453,367363,N
1292,17:01.317,367674,N
1293,17:02.111,367960,N
1294,17:02.908,368247,N
1295,17:03.697,368531,N
1296,17:04.511,368824,N
1297,17:05.303,369109,N
1298,17:06.139,369410,N
1299,17:06.983,369714,N
1300,17:07.806,370010,N
1301,17:08.553,370279,N
1302,17:09.325,370557,N
1303,17:10.117,370842,N
1304,17:10.919,371131,N
1305,17:11.683,371406,N
1306,17:12.508,371703,N
1307,17:13.353,372007,N
1308,17:14.164,372299,N
1309,17:14.881,372557,N
1310,17:15.650,372834,N
1311,17:16.453,373123,N
1312,17:17.300,373428,N
1313,17:18.089,373712,N
1314,17:18.889,374000,N
1315,17:19.731,374303,N
1316,17:20.542,374595,N
1317,17:21.264,374855,N
1318,17:22.011,375124,N
1319,17:22.811,375412,N
1320,17:23.653,375715,N
1321,17:24.439,375998,N
1322,17:25.242,376287,N
1323,17:26.044,376576,N
1324,17:26.836,376861,N
1325,17:27.447,377081,A
1326,17:28.344,377404,N
1327,17:29.167,377700,N
1328,17:30.014,378005,N
1329,17:30.856,378308,N
1330,17:31.689,378608,N
1331,17:32.461,378886,N
1332,17:33.219,379159,N
1333,17:33.997,379439,N
1334,17:34.808,379731,N
1335,17:35.619,380023,N
1336,17:36.422,380312,N
1337,17:37.250,380610,N
1338,17:38.050,380898,N
1339,17:38.814,381173,N
1340,17:39.589,381452,N
1341,17:40.344,381724,N
1342,17:41.150,382014,N
1343,17:41.967,382308,N
1344,17:42.797,382607,N
1345,17:43.597,382895,N
1346,17:44.397,383183,N
1347,17:45.158,383457,N
1348,17:45.953,383743,N
1349,17:46.742,384027,N
1350,17:47.547,384317,N
1351,17:48.372,384614,N
1352,17:49.208,384915,N
1353,17:50.014,385205,N
1354,17:50.797,385487,N
1355,17:51.578,385768,N
1356,17:52.361,386050,N
1357,17:53.192,386349,N
1358,17:54.025,386649,N
1359,17:54.836,386941,N
1360,17:55.669,387241,N
1361,17:56.481,387533,N
1362,17:57.253,387811,N
1363,17:58.011,388084,N
1364,17:58.814,388373,N
1365,17:59.642,388671,N
1366,18:00.497,388979,N
1367,18:01.325,389277,N
1368,18:02.119,389563,N
1369,18:02.944,389860,N
1370,18:03.747,390149,N
1371,18:04.539,390434,N
1372,18:05.361,390730,N
1373,18:06.219,391039,N
1374,18:07.067,391344,N
1375,18:07.892,391641,N
1376,18:08.678,391924,N
1377,18:09.456,392204,N
1378,18:10.258,392493,N
1379,18:11.056,392780,N
1380,18:11.881,393077,N
1381,18:12.714,393377,N
1382,18:13.539,393674,N
1383,18:14.325,393957,N
1384,18:15.119,394243,N
1385,18:15.886,394519,N
1386,18:16.669,394801,N
1387,18:17.489,395096,N
1388,18:18.336,395401,N
1389,18:19.158,395697,N
1390,18:19.969,395989,N
1391,18:20.744,396268,N
1392,18:21.536,396553,N
1393,18:22.347,396845,N
1394,18:23.147,397133,N
1395,18:23.708,397335,A
1396,18:24.733,397704,N
1397,18:25.575,398007,N
1398,18:26.372,398294,N
1399,18:27.136,398569,N
1400,18:27.925,398853,N
1401,18:28.719,399139,N
1402,18:29.544,399436,N
1403,18:30.361,399730,N
1404,18:31.175,400023,N
1405,18:32.003,400321,N
1406,18:32.775,400599,N
1407,18:33.547,400877,N
1408,18:34.342,401163,N
1409,18:35.147,401453,N
1410,18:35.992,401757,N
1411,18:36.836,402061,N
1412,18:37.669,402361,N
1413,18:38.461,402646,N
1414,18:39.258,402933,N
1415,18:40.042,403215,N
1416,18:40.858,403509,N
1417,18:41.678,403804,N
1418,18:42.500,404100,N
1419,18:43.342,404403,N
1420,18:44.158,404697,N
1421,18:44.944,404980,N
1422,18:45.708,405255,N
1423,18:46.508,405543,N
1424,18:47.322,405836,N
1425,18:48.142,406131,N
1426,18:48.958,406425,N
1427,18:49.764,406715,N
1428,18:50.569,407005,N
1429,18:51.356,407288,N
1430,18:52.108,407559,N
1431,18:52.914,407849,N
1432,18:53.753,408151,N
1433,18:54.589,408452,N
1434,18:55.406,408746,N
1435,18:56.194,409030,N
1436,18:56.983,409314,N
1437,18:57.769,409597,N
1438,18:58.558,409881,N
1439,18:59.381,410177,N
1440,19:00.214,410477,N
1441,19:01.058,410781,N
1442,19:01.864,411071,N
1443,19:02.644,411352,N
1444,19:03.422,411632,N
1445,19:04.208,411915,N
1446,19:05.017,412206,N
1447,19:05.867,412512,N
1448,19:06.711,412816,N
1449,19:07.525,413109,N
1450,19:08.339,413402,N
1451,19:09.144,413692,N
1452,19:09.914,413969,N
1453,19:10.692,414249,N
1454,19:11.503,414541,N
1455,19:12.353,414847,N
1456,19:13.175,415143,N
1457,19:13.972,415430,N
1458,19:14.731,415703,N
1459,19:15.539,415994,N
1460,19:16.319,416275,N
1461,19:17.097,416555,N
1462,19:17.914,416849,N
1463,19:18.756,417152,N
1464,19:19.569,417445,N
1465,19:20.356,417728,N
1466,19:21.128,418006,N
1467,19:21.897,418283,N
1468,19:22.714,418577,N
1469,19:23.517,418866,N
1470,19:24.319,419155,N
1471,19:25.147,419453,N
1472,19:25.958,419745,N
1473,19:26.728,420022,N
1474,19:27.506,420302,N
1475,19:28.286,420583,N
1476,19:29.092,420873,N
1477,19:29.925,421173,N
1478,19:30.761,421474,N
1479,19:31.572,421766,N
1480,19:32.206,421994,A
1481,19:33.111,422320,N
1482,19:33.897,422603,N
1483,19:34.494,422818,A
1484,19:35.456,423164,N
1485,19:36.283,423462,N
1486,19:37.131,423767,N
1487,19:37.956,424064,N
1488,19:38.719,424339,N
1489,19:39.489,424616,N
1490,19:40.258,424893,N
1491,19:41.078,425188,N
1492,19:41.919,425491,N
1493,19:42.744,425788,N
1494,19:43.550,426078,N
1495,19:44.389,426380,N
1496,19:45.169,426661,N
1497,19:45.939,426938,N
1498,19:46.736,427225,N
1499,19:47.564,427523,N
1500,19:48.408,427827,N
1501,19:49.247,428129,N
1502,19:50.036,428413,N
1503,19:50.828,428698,N
1504,19:51.644,428992,N
1505,19:52.433,429276,N
1506,19:53.217,429558,N
1507,19:54.075,429867,N
1508,19:54.903,430165,N
1509,19:55.750,430470,N
1510,19:56.539,430754,N
1511,19:57.317,431034,N
1512,19:58.097,431315,N
1513,19:58.931,431615,N
1514,19:59.750,431910,N
1515,20:00.581,432209,N
1516,20:01.414,432509,N
1517,20:02.219,432799,N
1518,20:03.006,433082,N
1519,20:03.789,433364,N
1520,20:04.578,433648,N
1521,20:05.114,433841,A
1522,20:06.142,434211,N
1523,20:06.981,434513,N
1524,20:07.806,434810,N
1525,20:08.600,435096,N
1526,20:09.361,435370,N
1527,20:10.161,435658,N
1528,20:10.975,435951,N
1529,20:11.525,436149,A
1530,20:12.533,436512,N
1531,20:13.386,436819,N
1532,20:14.217,437118,N
1533,20:15.000,437400,N
1534,20:15.783,437682,N
1535,20:16.569,437965,N
1536,20:17.411,438268,N
1537,20:18.250,438570,N
1538,20:19.069,438865,N
1539,20:19.883,439158,N
1540,20:20.706,439454,N
1541,20:21.500,439740,N
1542,20:22.283,440022,N
1543,20:23.089,440312,N
1544,20:23.950,440622,N
1545,20:24.817,440934,N
1546,20:25.639,441230,N
1547,20:26.439,441518,N
1548,20:27.261,441814,N
1549,20:28.081,442109,N
1550,20:28.906,442406,N
1551,20:29.508,442623,A
1552,20:30.533,442992,N
1553,20:31.400,443304,N
1554,20:32.239,443606,N
1555,20:33.022,443888,N
1556,20:33.819,444175,N
1557,20:34.647,444473,N
1558,20:35.292,444705,A
1559,20:36.278,445060,N
1560,20:37.117,445362,N
1561,20:37.939,445658,N
1562,20:38.744,445948,N
1563,20:39.517,446226,N
1564,20:40.297,446507,N
1565,20:41.111,446800,N
1566,20:41.956,447104,N
1567,20:42.783,447402,N
1568,20:43.597,447695,N
1569,20:44.389,447980,N
1570,20:45.178,448264,N
1571,20:45.967,448548,N
1572,20:46.761,448834,N
1573,20:47.603,449137,N
1574,20:48.447,449441,N
1575,20:49.300,449748,N
1576,20:50.106,450038,N
1577,20:50.903,450325,N
1578,20:51.686,450607,N
1579,20:52.486,450895,N
1580,20:53.314,451193,N
1581,20:54.169,451501,N
1582,20:55.014,451805,N
1583,20:55.836,452101,N
1584,20:56.639,452390,N
1585,20:57.439,452678,N
1586,20:58.219,452959,N
1587,20:59.028,453250,N
1588,20:59.847,453545,N
1589,21:00.700,453852,N
1590,21:01.539,454154,N
1591,21:02.344,454444,N
1592,21:02.919,454651,A
1593,21:03.881,454997,N
1594,21:04.703,455293,N
1595,21:05.522,455588,N
1596,21:06.356,455888,N
1597,21:07.192,456189,N
1598,21:08.019,456487,N
1599,21:08.808,456771,N
1600,21:09.569,457045,N
1601,21:10.369,457333,N
1602,21:11.206,457634,N
1603,21:12.047,457937,N
1604,21:12.689,458168,A
1605,21:13.678,458524,N
1606,21:14.489,458816,N
1607,21:15.286,459103,N
1608,21:16.056,459380,N
1609,21:16.844,459664,N
1610,21:17.683,459966,N
1611,21:18.542,460275,N
1612,21:19.364,460571,N
1613,21:20.161,460858,N
1614,21:20.967,461148,N
1615,21:21.758,461433,N
1616,21:22.558,461721,N
1617,21:23.372,462014,N
1618,21:24.206,462314,N
1619,21:25.058,462621,N
1620,21:25.886,462919,N
1621,21:26.658,463197,N
1622,21:27.447,463481,N
1623,21:28.236,463765,N
1624,21:29.025,464049,N
1625,21:29.892,464361,N
1626,21:30.733,464664,N
1627,21:31.556,464960,N
1628,21:32.381,465257,N
1629,21:33.161,465538,N
1630,21:33.944,465820,N
1631,21:34.733,466104,N
1632,21:35.567,466404,N
1633,21:36.408,466707,N
1634,21:37.250,467010,N
1635,21:38.078,467308,N
1636,21:38.858,467589,N
1637,21:39.661,467878,N
1638,21:40.456,468164,N
1639,21:41.275,468459,N
1640,21:42.117,468762,N
1641,21:42.958,469065,N
1642,21:43.786,469363,N
1643,21:44.611,469660,N
1644,21:45.394,469942,N
1645,21:46.194,470230,N
1646,21:47.028,470530,N
1647,21:47.881,470837,N
1648,21:48.719,471139,N
1649,21:49.567,471444,N
1650,21:50.353,471727,N
1651,21:51.164,472019,N
1652,21:51.956,472304,N
1653,21:52.747,472589,N
1654,21:53.575,472887,N
1655,21:54.447,473201,N
1656,21:55.272,473498,N
1657,21:56.089,473792,N
1658,21:56.872,474074,N
1659,21:57.672,474362,N
1660,21:58.478,474652,N
1661,21:59.283,474942,N
1662,22:00.103,475237,N
1663,22:00.964,475547,N
1664,22:01.808,475851,N
1665,22:02.600,476136,N
1666,22:03.381,476417,N
1667,22:04.181,476705,N
1668,22:05.000,477000,N
1669,22:05.853,477307,N
1670,22:06.678,477604,N
1671,22:07.494,477898,N
1672,22:08.319,478195,N
1673,22:09.111,478480,N
1674,22:09.881,478757,N
1675,22:10.667,479040,N
1676,22:11.478,479332,N
1677,22:12.314,479633,N
1678,22:13.142,479931,N
1679,22:13.939,480218,N
1680,22:14.706,480494,N
1681,22:15.497,480779,N
1682,22:16.269,481057,N
1683,22:17.056,481340,N
1684,22:17.892,481641,N
1685,22:18.725,481941,N
1686,22:19.553,482239,N
1687,22:20.347,482525,N
1688,22:21.114,482801,N
1689,22:21.864,483071,N
1690,22:22.639,483350,N
1691,22:23.428,483634,N
1692,22:24.250,483930,N
1693,22:25.056,484220,N
1694,22:25.853,484507,N
1695,22:26.628,484786,N
1696,22:27.425,485073,N
1697,22:28.200,485352,N
1698,22:29.003,485641,N
1699,22:29.831,485939,N
1700,22:30.703,486253,N
1701,22:31.544,486556,N
1702,22:32.344,486844,N
1703,22:33.136,487129,N
1704,22:33.953,487423,N
1705,22:34.775,487719,N
1706,22:35.606,488018,N
1707,22:36.444,488320,N
1708,22:37.319,488635,N
1709,22:38.142,488931,N
1710,22:38.928,489214,N
1711,22:39.714,489497,N
1712,22:40.522,489788,N
1713,22:41.361,490090,N
1714,22:42.203,490393,N
1715,22:43.042,490695,N
1716,22:43.872,490994,N
1717,22:44.686,491287,N
1718,22:45.472,491570,N
1719,22:46.250,491850,N
1720,22:47.069,492145,N
1721,22:47.903,492445,N
1722,22:48.750,492750,N
1723,22:49.572,493046,N
1724,22:50.389,493340,N
1725,22:51.175,493623,N
1726,22:51.983,493914,N
1727,22:52.775,494199,N
1728,22:53.586,494491,N
1729,22:54.414,494789,N
1730,22:55.236,495085,N
1731,22:56.028,495370,N
1732,22:56.803,495649,N
1733,22:57.567,495924,N
1734,22:58.336,496201,N
1735,22:59.164,496499,N
1736,22:59.756,496712,A
1737,23:00.761,497074,N
1738,23:01.600,497376,N
1739,23:02.400,497664,N
1740,23:03.181,497945,N
1741,23:03.972,498230,N
1742,23:04.769,498517,N
1743,23:05.589,498812,N
1744,23:06.428,499114,N
1745,23:07.269,499417,N
1746,23:08.058,499701,N
1747,23:08.853,499987,N
1748,23:09.633,500268,N
1749,23:10.414,500549,N
1750,23:11.242,500847,N
1751,23:12.069,501145,N
1752,23:12.911,501448,N
1753,23:13.736,501745,N
1754,23:14.553,502039,N
1755,23:15.322,502316,N
1756,23:16.114,502601,N
1757,23:16.911,502888,N
1758,23:17.753,503191,N
1759,23:18.600,503496,N
1760,23:19.428,503794,N
1761,23:20.222,504080,N
1762,23:21.033,504372,N
1763,23:21.817,504654,N
1764,23:22.600,504936,N
1765,23:23.408,505227,N
1766,23:24.244,505528,N
1767,23:25.083,505830,N
1768,23:25.903,506125,N
1769,23:26.661,506398,N
1770,23:27.442,506679,N
1771,23:28.247,506969,N
1772,23:29.044,507256,N
1773,23:29.867,507552,N
1774,23:30.708,507855,N
1775,23:31.553,508159,N
1776,23:32.375,508455,N
1777,23:33.178,508744,N
1778,23:33.942,509019,N
1779,23:34.775,509319,N
1780,23:35.619,509623,N
1781,23:36.453,509923,N
1782,23:37.278,510220,N
1783,23:38.111,510520,N
1784,23:38.900,510804,N
1785,23:39.703,511093,N
1786,23:40.475,511371,N
1787,23:41.278,511660,N
1788,23:42.139,511970,N
1789,23:42.992,512277,N
1790,23:43.797,512567,N
1791,23:44.586,512851,N
1792,23:45.375,513135,N
1793,23:46.178,513424,N
1794,23:46.997,513719,N
1795,23:47.817,514014,N
1796,23:48.661,514318,N
1797,23:49.522,514628,N
1798,23:50.331,514919,N
1799,23:51.094,515194,N
1800,23:51.878,515476,N
1801,23:52.672,515762,N
1802,23:53.514,516065,N
1803,23:54.364,516371,N
1804,23:55.186,516667,N
1805,23:56.028,516970,N
1806,23:56.850,517266,N
1807,23:57.647,517553,N
1808,23:58.422,517832,N
1809,23:59.242,518127,N
1810,24:00.072,518426,N
1811,24:00.928,518734,N
1812,24:01.744,519028,N
1813,24:02.519,519307,N
1814,24:03.317,519594,N
1815,24:04.117,519882,N
1816,24:04.858,520149,N
1817,24:05.731,520463,N
1818,24:06.578,520768,N
1819,24:07.172,520982,A
1820,24:08.172,521342,N
1821,24:08.964,521627,N
1822,24:09.758,521913,N
1823,24:10.581,522209,N
1824,24:11.419,522511,N
1825,24:12.264,522815,N
1826,24:13.100,523116,N
1827,24:13.933,523416,N
1828,24:14.744,523708,N
1829,24:15.553,523999,N
1830,24:16.331,524279,N
1831,24:17.158,524577,N
1832,24:18.028,524890,N
1833,24:18.883,525198,N
1834,24:19.700,525492,N
1835,24:20.500,525780,N
1836,24:21.289,526064,N
1837,24:22.097,526355,N
1838,24:22.906,526646,N
1839,24:23.725,526941,N
1840,24:24.564,527243,N
1841,24:25.414,527549,N
1842,24:26.217,527838,N
1843,24:26.994,528118,N
1844,24:27.783,528402,N
1845,24:28.581,528689,N
1846,24:29.419,528991,N
1847,24:30.258,529293,N
1848,24:31.108,529599,N
1849,24:31.936,529897,N
1850,24:32.753,530191,N
1851,24:33.531,530471,N
1852,24:34.339,530762,N
1853,24:35.158,531057,N
1854,24:35.994,531358,N
1855,24:36.856,531668,N
1856,24:37.686,531967,N
1857,24:38.492,532257,N
1858,24:39.289,532544,N
1859,24:40.078,532828,N
1860,24:40.892,533121,N
1861,24:41.711,533416,N
1862,24:42.553,533719,N
1863,24:43.367,534012,N
1864,24:44.186,534307,N
1865,24:44.978,534592,N
1866,24:45.758,534873,N
1867,24:46.558,535161,N
1868,24:47.386,535459,N
1869,24:48.244,535768,N
1870,24:49.075,536067,N
1871,24:49.900,536364,N
1872,24:50.678,536644,N
1873,24:51.472,536930,N
1874,24:52.256,537212,N
1875,24:53.069,537505,N
1876,24:53.917,537810,N
1877,24:54.764,538115,N
1878,24:55.614,538421,N
1879,24:56.408,538707,N
1880,24:57.203,538993,N
1881,24:57.994,539278,N
1882,24:58.819,539575,N
1883,24:59.650,539874,N
1884,25:00.478,540172,N
1885,25:01.311,540472,N
1886,25:02.133,540768,N
1887,25:02.922,541052,N
1888,25:03.706,541334,N
1889,25:04.489,541616,N
1890,25:05.322,541916,N
1891,25:06.183,542226,N
1892,25:07.025,542529,N
1893,25:07.847,542825,N
1894,25:08.656,543116,N
1895,25:09.464,543407,N
1896,25:10.247,543689,N
1897,25:11.064,543983,N
1898,25:11.903,544285,N
1899,25:12.750,544590,N
1900,25:13.597,544895,N
1901,25:14.394,545182,N
1902,25:15.153,545455,N
1903,25:15.947,545741,N
1904,25:16.728,546022,N
1905,25:17.517,546306,N
1906,25:18.331,546599,N
1907,25:18.867,546792,V
1908,25:19.997,547199,N
1909,25:20.783,547482,N
1910,25:21.550,547758,N
1911,25:22.311,548032,N
1912,25:23.150,548334,N
1913,25:23.978,548632,N
1914,25:24.794,548926,N
1915,25:25.603,549217,N
1916,25:26.394,549502,N
1917,25:27.178,549784,N
1918,25:27.972,550070,N
1919,25:28.744,550348,N
1920,25:29.553,550639,N
1921,25:30.422,550952,N
1922,25:31.258,551253,N
1923,25:32.033,551532,N
1924,25:32.819,551815,N
1925,25:33.600,552096,N
1926,25:34.403,552385,N
1927,25:35.222,552680,N
1928,25:36.039,552974,N
1929,25:36.894,553282,N
1930,25:37.744,553588,N
1931,25:38.544,553876,N
1932,25:39.317,554154,N
1933,25:40.108,554439,N
1934,25:40.897,554723,N
1935,25:41.739,555026,N
1936,25:42.564,555323,N
1937,25:43.369,555613,N
1938,25:44.206,555914,N
1939,25:45.008,556203,N
1940,25:45.794,556486,N
1941,25:46.569,556765,N
1942,25:47.378,557056,N
1943,25:48.225,557361,N
1944,25:49.075,557667,N
1945,25:49.894,557962,N
1946,25:50.661,558238,N
1947,25:51.464,558527,N
1948,25:52.258,558813,N
1949,25:53.061,559102,N
1950,25:53.875,559395,N
1951,25:54.708,559695,N
1952,25:55.547,559997,N
1953,25:56.375,560295,N
1954,25:57.156,560576,N
1955,25:57.906,560846,N
1956,25:58.725,561141,N
1957,25:59.542,561435,N
1958,26:00.367,561732,N
1959,26:01.164,562019,N
1960,26:01.967,562308,N
1961,26:02.753,562591,N
1962,26:03.367,562812,A
1963,26:04.281,563141,N
1964,26:05.064,563423,N
1965,26:05.919,563731,N
1966,26:06.750,564030,N
1967,26:07.556,564320,N
1968,26:08.336,564601,N
1969,26:09.119,564883,N
1970,26:09.900,565164,N
1971,26:10.700,565452,N
1972,26:11.503,565741,N
1973,26:12.336,566041,N
1974,26:12.942,566259,A
1975,26:13.931,566615,N
1976,26:14.719,566899,N
1977,26:15.514,567185,N
1978,26:16.053,567379,A
1979,26:17.003,567721,N
1980,26:17.853,568027,N
1981,26:18.683,568326,N
1982,26:19.511,568624,N
1983,26:20.331,568919,N
1984,26:21.122,569204,N
1985,26:21.894,569482,N
1986,26:22.672,569762,N
1987,26:23.494,570058,N
1988,26:24.350,570366,N
1989,26:25.189,570668,N
1990,26:25.992,570957,N
1991,26:26.794,571246,N
1992,26:27.606,571538,N
1993,26:28.419,571831,N
1994,26:29.228,572122,N
1995,26:30.078,572428,N
1996,26:30.917,572730,N
1997,26:31.778,573040,N
1998,26:32.578,573328,N
1999,26:33.356,573608,N
2000,26:34.147,573893,N
2001,26:34.981,574193,N
2002,26:35.636,574429,A
2003,26:36.628,574786,N
2004,26:37.486,575095,N
2005,26:38.297,575387,N
2006,26:39.106,575678,N
2007,26:39.886,575959,N
2008,26:40.689,576248,N
2009,26:41.531,576551,N
2010,26:42.394,576862,N
2011,26:43.228,577162,N
2012,26:44.044,577456,N
2013,26:44.836,577741,N
2014,26:45.625,578025,N
2015,26:46.417,578310,N
2016,26:47.222,578600,N
2017,26:48.058,578901,N
2018,26:48.900,579204,N
2019,26:49.578,579448,A
2020,26:50.528,579790,N
2021,26:51.317,580074,N
2022,26:52.103,580357,N
2023,26:52.911,580648,N
2024,26:53.742,580947,N
2025,26:54.572,581246,N
2026,26:55.397,581543,N
2027,26:56.206,581834,N
2028,26:56.997,582119,N
2029,26:57.764,582395,N
2030,26:58.522,582668,N
2031,26:59.219,582919,N
2032,27:00.108,583239,N
2033,27:00.942,583539,N
2034,27:01.725,583821,N
2035,27:02.492,584097,N
2036,27:03.231,584363,N
2037,27:03.986,584635,N
2038,27:04.731,584903,N
2039,27:05.486,585175,N
2040,27:06.261,585454,N
2041,27:07.031,585731,N
2042,27:07.808,586011,N
2043,27:08.542,586275,N
2044,27:09.236,586525,N
2045,27:09.919,586771,N
2046,27:10.639,587030,N
2047,27:11.386,587299,N
2048,27:12.144,587572,N
2049,27:12.897,587843,N
2050,27:13.647,588113,N
2051,27:14.381,588377,N
2052,27:15.119,588643,N
2053,27:15.847,588905,N
2054,27:16.603,589177,N
2055,27:17.372,589454,N
2056,27:18.186,589747,N
2057,27:19.000,590040,N
2058,27:19.767,590316,N
2059,27:20.522,590588,N
2060,27:21.286,590863,N
2061,27:22.064,591143,N
2062,27:22.825,591417,N
2063,27:23.628,591706,N
2064,27:24.442,591999,N
2065,27:25.244,592288,N
2066,27:26.031,592571,N
2067,27:26.814,592853,N
2068,27:27.411,593068,A
